Identifier,NodeType,followers,Following,connections,Degree
robodasha,user,5,9,14,12
robotlolita,user,51,51,102,108
robotomize,user,35,51,86,85
robpike,leaf-user,,,,5
robturtle,leaf-user,,,,2
Rob--W,leaf-user,,,,2
roceys,leaf-user,,,,3
rochacbruno,leaf-user,,,,4
rockbot,leaf-user,,,,5
rockdragon,leaf-user,,,,2
rockerhieu,user,51,25,76,76
RocksonZeta,leaf-user,,,,2
rocky-191,leaf-user,,,,11
RoCry,leaf-user,,,,3
rod-lin,user,51,51,102,208
rodneyrehm,leaf-user,,,,2
rodolfo2488,user,45,51,96,89
rodolfobandeira,leaf-user,,,,2
rodrigoantinarelli,leaf-user,,,,2
rodrigobranas,leaf-user,,,,6
RodrigoOler,leaf-user,,,,3
rofrischmann,user,51,8,59,57
rogatnev-nikita,leaf-user,,,,2
RogelioRmz,leaf-user,,,,2
rogerclarkmelbourne,leaf-user,,,,2
RogerFederer03,user,51,51,102,216
rogeriopradoj,leaf-user,,,,3
rogersm,leaf-user,,,,2
rogerwang,leaf-user,,,,12
rogie,user,51,5,56,55
rohithadassanayake,leaf-user,,,,14
RojikkuSystems,leaf-user,,,,2
roland-ewald,leaf-user,,,,2
rolando,leaf-user,,,,2
rolfbjarne,leaf-user,,,,2
RomainBoulay,leaf-user,,,,2
romainfrancois,leaf-user,,,,6
romainguy,leaf-user,,,,8
roman3017,leaf-user,,,,2
romanandrade,leaf-user,,,,2
romannurik,leaf-user,,,,14
romaonthego,leaf-user,,,,4
romariog12,leaf-user,,,,2
Ron89,user,14,4,18,15
RonFields72,leaf-user,,,,2
rong8296,user,32,43,75,46
rongwanru,user,44,51,95,68
ronidavelman,leaf-user,,,,2
RonnieSkansing,leaf-user,,,,2
ronpx,user,2,24,26,24
ronxin,leaf-user,,,,2
roojr,leaf-user,,,,2
Rookie-liu,leaf-user,,,,2
rootphantomer,leaf-user,,,,2
rootux,leaf-user,,,,2
RoozbehShafiee,leaf-user,,,,2
Rorchach,leaf-user,,,,2
rorgonas,leaf-user,,,,2
roryk,leaf-user,,,,2
roryrjb,leaf-user,,,,6
roshanca,user,51,51,102,98
roshanr10,leaf-user,,,,2
roshanraj,leaf-user,,,,2
roshnikaran,leaf-user,,,,3
rossant,leaf-user,,,,3
rossanthony,user,8,16,24,19
rotemsalinas,leaf-user,,,,2
rotoava,user,17,51,68,55
rotvulpix,leaf-user,,,,2
rovo89,leaf-user,,,,7
rowanmiller,leaf-user,,,,2
Rowester1910,leaf-user,,,,2
RowlandOti,leaf-user,,,,13
roxit,user,22,25,47,36
royarzun,leaf-user,,,,2
royburns,leaf-user,,,,2
roylee0704,user,50,51,101,97
royopa,leaf-user,,,,2
RoyZeng,leaf-user,,,,3
rozovr,leaf-user,,,,3
RPallas92,leaf-user,,,,2
rpasta42,leaf-user,,,,3
rpetrich,leaf-user,,,,3
rpominov,leaf-user,,,,3
rpoplin,user,12,7,19,18
rpython,leaf-user,,,,2
rramsden,user,50,51,101,95
RReverser,leaf-user,,,,3
rrichajalota,leaf-user,,,,2
rs,leaf-user,,,,5
rsc,leaf-user,,,,5
rscafi,leaf-user,,,,2
rsmmr,leaf-user,,,,2
rsms,leaf-user,,,,5
rspivak,leaf-user,,,,2
rsrock,leaf-user,,,,2
rstacruz,leaf-user,,,,9
rtomayko,leaf-user,,,,2
rturk,leaf-user,,,,4
ruanyf,user,51,0,51,179
ruanyl,leaf-user,,,,2
ruaridhw,leaf-user,,,,2
RubaXa,leaf-user,,,,2
rubenhortas,leaf-user,,,,2
rubensousa,leaf-user,,,,2
Rubicker,leaf-user,,,,2
rubicks,leaf-user,,,,2
rubuntu,leaf-user,,,,2
RubyLouvre,leaf-user,,,,45
rubys,leaf-user,,,,2
Rud5G,user,51,51,102,109
rudolfoborges,user,51,51,102,69
Rudolph-Miller,leaf-user,,,,2
RudyCurry,leaf-user,,,,3
RudyMartin,leaf-user,,,,2
ru-faraon,leaf-user,,,,2
ruffrey,leaf-user,,,,3
rui314,leaf-user,,,,2
rukatt,leaf-user,,,,2
Rukewetony,leaf-user,,,,3
Rukey7,leaf-user,,,,2
ru-lai,leaf-user,,,,2
runarorama,leaf-user,,,,3
runngezhang,leaf-user,,,,2
rushilgoyal,user,3,2,5,4
rushter,leaf-user,,,,4
Russell91,leaf-user,,,,4
russmaxdesign,leaf-user,,,,2
RustonOoOo,user,6,15,21,15
ruxandraburtica,user,8,8,16,16
ruyan2016,leaf-user,,,,5
rvagg,leaf-user,,,,11
rvpoochen,leaf-user,,,,2
rwaldron,leaf-user,,,,9
rwg0,user,3,0,3,3
rwieruch,leaf-user,,,,2
rwjblue,leaf-user,,,,4
rwson,leaf-user,,,,2
rwzhao,leaf-user,,,,2
rx2x,leaf-user,,,,3
rxbynerd,user,36,51,87,81
rxin,leaf-user,,,,8
rxsharp,leaf-user,,,,2
ry,leaf-user,,,,18
ryanb,leaf-user,,,,4
ryanbungard,user,4,3,7,6
ryaneof,leaf-user,,,,2
ryanflorence,leaf-user,,,,9
ryanhoo,leaf-user,,,,11
ryankiros,leaf-user,,,,3
ryanlayer,leaf-user,,,,6
ryanpcmcquen,leaf-user,,,,3
ryanseys,leaf-user,,,,2
RyanThomasMusser,leaf-user,,,,4
ryanwebjackson,leaf-user,,,,3
ryasar79,leaf-user,,,,2
Ryeeeeee,leaf-user,,,,2
Rygelouv,leaf-user,,,,2
ryhan,leaf-user,,,,2
rynr,leaf-user,,,,2
ryosuketter,user,19,33,52,39
ryotako,user,5,22,27,23
Ryqsky,leaf-user,,,,4
s,leaf-user,,,,2
s0nskar,leaf-user,,,,2
s2011great,leaf-user,,,,3
s3b4stian,leaf-user,,,,2
s4cha,leaf-user,,,,3
s5s5,leaf-user,,,,2
s890506,leaf-user,,,,2
saadaouad,leaf-user,,,,2
saadzour,leaf-user,,,,5
Saber-Kurama,leaf-user,,,,2
saberma,leaf-user,,,,2
Sabirjan,user,51,51,102,94
sabrinaluo,user,30,51,81,79
sabs47,user,17,48,65,49
sachac,leaf-user,,,,2
sachinchoolur,leaf-user,,,,2
Sacret,leaf-user,,,,2
SadiaRasheed,leaf-user,,,,3
sadjow,leaf-user,,,,10
sadpig1993,leaf-user,,,,3
sadwxqezc,leaf-user,,,,2
saeedalipoor,leaf-user,,,,2
saeidzebardast,leaf-user,,,,2
saerpa,leaf-user,,,,3
Saeven,leaf-user,,,,2
safareli,leaf-user,,,,2
Safedevelopers,leaf-user,,,,2
Saferman,leaf-user,,,,3
saghul,leaf-user,,,,6
sahat,leaf-user,,,,14
SahilMak,leaf-user,,,,2
sahilmodak1,leaf-user,,,,2
sahrens,leaf-user,,,,2
saidz,leaf-user,,,,2
saiphcita,leaf-user,,,,2
SaitoWu,leaf-user,,,,2
saiwu-bigkoo,leaf-user,,,,2
saiyagg,leaf-user,,,,2
sajibsj,leaf-user,,,,3
saketkc,leaf-user,,,,3
SakuB,leaf-user,,,,4
sala91,leaf-user,,,,2
salathe,leaf-user,,,,2
SalemAmeen,leaf-user,,,,2
salinsde,user,5,3,8,8
sallar,leaf-user,,,,4
sam09,leaf-user,,,,2
sam0hack,leaf-user,,,,25
samaaron,leaf-user,,,,3
saman3yvazi,leaf-user,,,,2
samayo,user,11,0,11,11
samccone,leaf-user,,,,2
samdutton,leaf-user,,,,2
samebchase,leaf-user,,,,3
SamHecquet,user,7,12,19,17
samhunta,leaf-user,,,,19
samib4u2007,leaf-user,,,,2
samim23,leaf-user,,,,4
samired,leaf-user,,,,2
samirthebti,leaf-user,,,,2
samlau201601,leaf-user,,,,30
Samlv9,leaf-user,,,,2
SamoSoviet,leaf-user,,,,2
samrawstorne,leaf-user,,,,2
samshadwell,leaf-user,,,,2
samsonasik,leaf-user,,,,3
samsonemeje,leaf-user,,,,2
samuell,leaf-user,,,,2
samuelpowell,leaf-user,,,,2
samuelshang,leaf-user,,,,2
samundrak,user,45,51,96,79
Samurais,leaf-user,,,,2
SamVerschueren,leaf-user,,,,4
samwang2017,leaf-user,,,,14
samwangzhibo,user,7,17,24,21
samyk,user,51,51,102,118
SamyPesse,leaf-user,,,,9
sananth12,leaf-user,,,,4
sanbir,leaf-user,,,,19
sandeepmistry,user,51,51,102,102
sandhyaparna,leaf-user,,,,2
sandipkp,leaf-user,,,,2
sandmanman,leaf-user,,,,3
sandrokeil,leaf-user,,,,2
Sandy-Yan,leaf-user,,,,2
sangeethah,leaf-user,,,,2
SangLiang,leaf-user,,,,2
sangmingming,leaf-user,,,,3
sanjayrajpoot,leaf-user,,,,2
SanjithKanagavel,leaf-user,,,,38
Sanketjo,leaf-user,,,,2
sannamat,leaf-user,,,,6
santiagomota,leaf-user,,,,6
santoshmanya,leaf-user,,,,2
sanxianlee,leaf-user,,,,9
sanyuancap,leaf-user,,,,2
sanyueyu,leaf-user,,,,2
saopayne,user,39,51,90,65
saower,leaf-user,,,,2
saqib-ali,leaf-user,,,,2
sara15,leaf-user,,,,2
sara-27,leaf-user,,,,9
sarah1205,leaf-user,,,,2
sarahbear,leaf-user,,,,2
sarahsumm,leaf-user,,,,5
SaraJo,leaf-user,,,,2
SaraSoueidan,leaf-user,,,,7
sarthak0411,leaf-user,,,,2
SarvagyaVaish,leaf-user,,,,2
sasafl,leaf-user,,,,3
sasha240100,leaf-user,,,,8
sashagreyxxx,leaf-user,,,,2
satans17,leaf-user,,,,2
satazor,leaf-user,,,,2
satcon,user,0,10,10,10
SathishGajendran,user,44,51,95,79
SathyaBhat,leaf-user,,,,2
satrap92,user,16,51,67,61
saturnite,leaf-user,,,,2
satya164,leaf-user,,,,2
saucam,leaf-user,,,,2
SaulDoesCode,leaf-user,,,,2
saulmm,leaf-user,,,,4
saulojmc,user,27,51,78,57
saurfang,leaf-user,,,,2
SauryStand,leaf-user,,,,2
Sauxaviers,leaf-user,,,,2
savageautomate,user,13,3,16,16
savekirk,leaf-user,,,,2
savioabuga,leaf-user,,,,2
Saw85,leaf-user,,,,3
saxbophone,leaf-user,,,,2
sb2nov,user,51,10,61,63
sbagdat,leaf-user,,,,2
sballesteros,leaf-user,,,,2
sbb25,leaf-user,,,,2
sbilly,leaf-user,,,,4
sbinet,leaf-user,,,,3
SBoudrias,leaf-user,,,,3
sbrannen,leaf-user,,,,2
sbz,leaf-user,,,,2
scalarwaves,leaf-user,,,,3
scanlime,leaf-user,,,,2
scateu,leaf-user,,,,4
scauxiaoxu,leaf-user,,,,2
schacon,leaf-user,,,,14
schani,leaf-user,,,,2
scheib,leaf-user,,,,2
schenkd,user,4,5,9,7
schickling,leaf-user,,,,2
schmatz,leaf-user,,,,2
schmittjoh,leaf-user,,,,4
schmunk42,leaf-user,,,,2
schneems,leaf-user,,,,2
schollz,leaf-user,,,,3
schubertzhang,user,24,20,44,40
sciencefission,leaf-user,,,,2
ScienJus,leaf-user,,,,2
sciguy14,leaf-user,,,,2
sckott,leaf-user,,,,3
scm-ns,leaf-user,,,,5
sco4x0,leaf-user,,,,2
scofield7419,leaf-user,,,,2
scorp2010,leaf-user,,,,3
scottgonzalez,leaf-user,,,,3
ScottHelme,user,35,0,35,35
scottjehl,user,51,36,87,91
scottksmith95,leaf-user,,,,2
scottoasis,leaf-user,,,,2
scourgen,leaf-user,,,,2
scozhang,leaf-user,,,,2
SCP-173-cool,user,4,5,9,7
scq000,user,18,51,69,63
scratcher28,leaf-user,,,,2
scripting,leaf-user,,,,2
scriptlover,user,5,16,21,16
scvthedefect,user,9,15,24,22
sd6352051,leaf-user,,,,3
sdbrtech,leaf-user,,,,2
sdcuike,leaf-user,,,,4
sdeancos,leaf-user,,,,2
sdeepak09,leaf-user,,,,2
sdeleuze,user,51,7,58,58
sdiehl,leaf-user,,,,5
sdmg15,leaf-user,,,,2
sdogruyol,leaf-user,,,,4
sdulaney,leaf-user,,,,3
seaify,leaf-user,,,,3
seajean,user,18,27,45,39
SeanDragon,leaf-user,,,,2
seansay,leaf-user,,,,2
seap,leaf-user,,,,4
seayxu,leaf-user,,,,2
sebastianbergmann,leaf-user,,,,15
SebastianNiemann,user,6,10,16,12
sebastianruder,leaf-user,,,,5
sebastien-villemot,leaf-user,,,,2
Sebhatu,leaf-user,,,,2
sebhtml,leaf-user,,,,6
SebLague,leaf-user,,,,2
sebmarkbage,leaf-user,,,,8
sebs,leaf-user,,,,3
securitytube,leaf-user,,,,2
secwang,leaf-user,,,,2
SeeCup,leaf-user,,,,2
seed-fe,leaf-user,,,,3
seeking,leaf-user,,,,2
seem-sky,leaf-user,,,,6
sehqlr,leaf-user,,,,2
seisman,user,51,1,52,52
Seldaek,leaf-user,,,,10
seldo,leaf-user,,,,2
selimdoyranli,leaf-user,,,,2
SellaRafaeli,user,5,0,5,5
SelvakumarGurusamyKvp,leaf-user,,,,2
semka,leaf-user,,,,2
sendon,user,50,51,101,86
sent1nel,leaf-user,,,,2
sentientmonkey,leaf-user,,,,2
sentsin,leaf-user,,,,10
sepehr,leaf-user,,,,2
sephiroth74,leaf-user,,,,2
seppjooo,leaf-user,,,,2
sequoiar,leaf-user,,,,4
seraphcxl,leaf-user,,,,2
sercaneraslan,leaf-user,,,,2
Seregio,leaf-user,,,,2
serganus,leaf-user,,,,2
SergeStinckwich,leaf-user,,,,2
sergeychernyshev,leaf-user,,,,2
Sergeykot,user,11,19,30,21
sergey-tihon,leaf-user,,,,3
SergioBenitez,leaf-user,,,,2
SergioChan,leaf-user,,,,27
SergioEnrique,user,37,51,88,74
sergiolopes,leaf-user,,,,4
serhatakalin,user,13,12,25,16
serin-delaunay,leaf-user,,,,2
sethfreiberg,leaf-user,,,,3
sethjuarez,user,51,2,53,53
sethladd,leaf-user,,,,2
sethvargo,user,51,13,64,64
seven456,leaf-user,,,,2
sevendno,leaf-user,,,,2
Seventeen17,leaf-user,,,,2
severussundar,user,16,51,67,52
seyfer,user,51,51,102,74
seyhunak,leaf-user,,,,2
sf27,leaf-user,,,,2
sferik,leaf-user,,,,3
sfgit,user,37,2,39,39
sfsheng0322,leaf-user,,,,2
sgc-fireball,leaf-user,,,,2
sgjsakura,leaf-user,,,,2
sgronblo,leaf-user,,,,2
SGrondin,leaf-user,,,,2
sgulseth,leaf-user,,,,2
sh2zqp,leaf-user,,,,2
shadestreak,leaf-user,,,,19
shadi-mahm,leaf-user,,,,2
shagunsodhani,user,51,51,102,103
shailya2001,leaf-user,,,,4
shama,leaf-user,,,,4
shamimgeek,user,2,49,51,51
shamsudeenb2,leaf-user,,,,2
shancarter,leaf-user,,,,2
shangraochq,leaf-user,,,,2
ShangZhoua,leaf-user,,,,2
shankerwangmiao,leaf-user,,,,2
shanky-259,leaf-user,,,,2
shanmukhswaroop,leaf-user,,,,13
shanselman,user,51,26,77,84
shanzi,leaf-user,,,,5
shaohuawan,leaf-user,,,,2
shaoshuai0102,leaf-user,,,,3
shaozj,leaf-user,,,,2
sharadmv,leaf-user,,,,2
sharepusher,leaf-user,,,,2
share-with-me,leaf-user,,,,3
SHariShankar,leaf-user,,,,2
sharkspeed,leaf-user,,,,2
sharmasourab93,leaf-user,,,,4
shashankg7,leaf-user,,,,3
shatu,leaf-user,,,,3
shauvet,leaf-user,,,,2
ShawnAnn,leaf-user,,,,2
shawnbot,leaf-user,,,,2
shawnpatrickdoyle,leaf-user,,,,2
ShawnXiha,leaf-user,,,,2
shayanzare,leaf-user,,,,8
shazow,leaf-user,,,,2
shbhrsaha,user,51,26,77,78
SHCoder2015,leaf-user,,,,2
sheerun,leaf-user,,,,2
shekhargulati,leaf-user,,,,5
shekkbuilder,leaf-user,,,,5
shelhamer,leaf-user,,,,3
shell909090,leaf-user,,,,3
Shellay,leaf-user,,,,2
shen2,leaf-user,,,,2
shenbao,leaf-user,,,,18
shengwang,leaf-user,,,,3
shengxihu,leaf-user,,,,2
shengxinjing,leaf-user,,,,3
shenjinti,leaf-user,,,,2
shenlongchao,leaf-user,,,,4
SHENOISZ,leaf-user,,,,3
shenwei356,user,51,51,102,100
shenwendong,leaf-user,,,,4
shenxs,leaf-user,,,,2
ShenXuGongZi,leaf-user,,,,2
shenzhe,leaf-user,,,,3
shepherdwind,leaf-user,,,,3
SherryLang,leaf-user,,,,2
shgninc,leaf-user,,,,2
shicai,user,51,51,102,101
ShichaoMa,user,15,1,16,15
shidenggui,user,51,0,51,53
shiffman,leaf-user,,,,11
shiftkey,leaf-user,,,,3
shigebeyond,leaf-user,,,,2
shigeki,leaf-user,,,,2
shiheng2016,leaf-user,,,,2
shijiazhuang34,leaf-user,,,,2
shijn,leaf-user,,,,3
shilpavijay,user,5,18,23,20
shimat,user,51,11,62,57
ShinCurry,leaf-user,,,,2
shiningguang,leaf-user,,,,3
ShiningRay,leaf-user,,,,4
Shinmera,leaf-user,,,,5
Shinobi881,leaf-user,,,,2
ShinokiRyosei,leaf-user,,,,2
shinvdu,leaf-user,,,,2
shinygang,leaf-user,,,,2
shioramen,leaf-user,,,,3
shipilev,leaf-user,,,,2
Shipow,user,51,51,102,119
shiqingwen,leaf-user,,,,2
shirejiang,leaf-user,,,,2
shirongzheng,leaf-user,,,,2
shitfSign,leaf-user,,,,11
shitou9999,leaf-user,,,,2
shiv6146,leaf-user,,,,3
shivamshekhar,user,51,51,102,124
shivenmian,leaf-user,,,,4
shixinke,leaf-user,,,,2
shiya,leaf-user,,,,3
ShiyaoB,user,3,4,7,7
shiywang,leaf-user,,,,2
shlomi-noach,leaf-user,,,,4
shm007g,leaf-user,,,,2
shockcao,leaf-user,,,,3
shogsbro,leaf-user,,,,2
shoshindes,user,51,51,102,261
Shougo,leaf-user,,,,9
shouya,leaf-user,,,,2
showonne,leaf-user,,,,3
showzone,leaf-user,,,,2
shprink,leaf-user,,,,2
shravan97,leaf-user,,,,4
shrekshrek,leaf-user,,,,4
shu223,leaf-user,,,,2
ShuaiW,user,12,0,12,12
shubh3794,user,17,51,68,57
shubheksha,leaf-user,,,,2
shucao,leaf-user,,,,2
shuhei,leaf-user,,,,2
shuijing117,user,22,51,73,64
shujunqiao,leaf-user,,,,2
shurcooL,leaf-user,,,,3
Shur-Lin,leaf-user,,,,19
shurui91,leaf-user,,,,2
shushanxingzhe,leaf-user,,,,4
shuvayan,leaf-user,,,,2
shvelo,leaf-user,,,,2
shwei,leaf-user,,,,2
shwenzhang,leaf-user,,,,8
shykes,leaf-user,,,,4
sialvsic,leaf-user,,,,2
siamak,leaf-user,,,,2
sibelius,leaf-user,,,,19
sibinx7,leaf-user,,,,3
sickill,leaf-user,,,,2
siddharthkp,leaf-user,,,,3
siddontang,leaf-user,,,,5
sideshow,leaf-user,,,,2
sidgan,leaf-user,,,,2
sidharthasingh,user,2,21,23,22
sidorares,leaf-user,,,,5
siemenliu,leaf-user,,,,2
siemensc62,leaf-user,,,,2
SieuNT,leaf-user,,,,2
sigmavirus24,leaf-user,,,,3
SilambarasanM,user,20,51,71,57
silasxue,leaf-user,,,,2
SilenceDut,leaf-user,,,,2
silentbicycle,leaf-user,,,,2
SilentWolf1993,leaf-user,,,,2
silentworks,leaf-user,,,,3
silky,leaf-user,,,,7
Silocean,leaf-user,,,,2
silvenon,leaf-user,,,,2
silverbux,leaf-user,,,,28
silverlining21,leaf-user,,,,2
silverstone1903,leaf-user,,,,2
silverwind,leaf-user,,,,2
simaben,leaf-user,,,,2
simongfxu,user,51,51,102,102
SimonRichardson,user,51,33,84,82
simonster,leaf-user,,,,2
SimonSuster,leaf-user,,,,2
SimonVT,leaf-user,,,,8
SimonWaldherr,leaf-user,,,,2
simov,leaf-user,,,,2
simpleapples,user,28,29,57,45
simplebits,leaf-user,,,,2
simplejia,leaf-user,,,,2
simplePan,leaf-user,,,,2
simpleton,leaf-user,,,,3
simpleweiwei,leaf-user,,,,3
simplue,leaf-user,,,,2
SimplyWenjing,leaf-user,,,,3
simsketch,leaf-user,,,,11
SimTabi,leaf-user,,,,2
simudream,leaf-user,,,,6
simurai,leaf-user,,,,9
sinb,leaf-user,,,,2
sindresorhus,leaf-user,,,,75
sinesiobittencourt,leaf-user,,,,3
SingularityXD,leaf-user,,,,2
singwhatiwanna,leaf-user,,,,16
sintaxesinistro,user,41,51,92,63
sinyear,leaf-user,,,,2
sionescu,leaf-user,,,,2
Sioxas,leaf-user,,,,3
sipa,leaf-user,,,,2
SirCmpwn,leaf-user,,,,4
sirinath,leaf-user,,,,10
siriusztz,leaf-user,,,,2
sirupsen,leaf-user,,,,4
sishen,leaf-user,,,,2
sitaramc,leaf-user,,,,2
sitilge,user,51,14,65,99
sivajaya,leaf-user,,,,2
sivartravis,leaf-user,,,,2
sivsushruth,leaf-user,,,,2
siweijianrong,leaf-user,,,,2
Siyanda,leaf-user,,,,2
sjackman,leaf-user,,,,2
sjdy521,leaf-user,,,,4
Sjeiti,user,8,5,13,13
sjl,leaf-user,,,,3
sjrd,leaf-user,,,,2
sjtlqy,leaf-user,,,,2
SJTUboy,leaf-user,,,,4
sjwhitworth,leaf-user,,,,3
SKAhack,user,27,4,31,31
Skarlso,leaf-user,,,,2
SKCXY,user,2,2,4,3
skevy,leaf-user,,,,2
skmetz,leaf-user,,,,2
skode1993,leaf-user,,,,4
skoo87,leaf-user,,,,2
skorokithakis,leaf-user,,,,2
skratchdot,leaf-user,,,,2
skullGhost,leaf-user,,,,2
skuro,leaf-user,,,,2
skv-headless,leaf-user,,,,2
skwp,leaf-user,,,,2
skyformat99,leaf-user,,,,4
Skykai521,leaf-user,,,,7
skylamer,leaf-user,,,,2
skyline75489,leaf-user,,,,6
skylot,leaf-user,,,,2
skymanaditya1,leaf-user,,,,2
skyseraph,leaf-user,,,,2
skyvow,leaf-user,,,,8
skywind3000,leaf-user,,,,5
skyyanyujiangnan,leaf-user,,,,2
slabua,leaf-user,,,,2
SLaks,leaf-user,,,,2
slankdev,user,44,51,95,74
Slava,leaf-user,,,,3
slavapestov,leaf-user,,,,3
slava-sh,leaf-user,,,,2
slavo7,user,5,3,8,6
SlexAxton,leaf-user,,,,5
slidenerd,leaf-user,,,,3
slightlyoff,leaf-user,,,,5
slinto,user,18,24,42,32
slinzner,leaf-user,,,,3
sliuqin,leaf-user,,,,3
sloumdrone,user,1,2,3,2
Slowhand0309,user,23,51,74,67
slowkow,leaf-user,,,,3
slurmulon,user,38,51,89,82
slyboots,leaf-user,,,,2
Sm00thix,leaf-user,,,,2
smackgg,leaf-user,,,,2
small-cat,leaf-user,,,,4
smallkid,user,15,51,66,63
small-mouse,leaf-user,,,,6
smallnest,leaf-user,,,,5
smallnew,leaf-user,,,,2
smallyin,user,32,51,83,62
SmartDengg,leaf-user,,,,3
SmartDoubleXiao,leaf-user,,,,2
Smartios2012,leaf-user,,,,3
smartmos,leaf-user,,,,3
smartydroid,user,48,4,52,52
SMbey0nd,leaf-user,,,,3
SMcDonnell,leaf-user,,,,3
smdcn,leaf-user,,,,2
smendoza787,leaf-user,,,,2
Smerity,leaf-user,,,,2
SmileBearie,leaf-user,,,,2
smileisak,leaf-user,,,,4
smilingsun,leaf-user,,,,2
smilli,leaf-user,,,,3
Smo091,leaf-user,,,,3
smtaydemir,leaf-user,,,,2
smunchi,leaf-user,,,,2
snaillonely,leaf-user,,,,2
snamburi3,leaf-user,,,,2
snapsisy,leaf-user,,,,2
snare,leaf-user,,,,2
snargledorf,user,4,3,7,6
snashraf,leaf-user,,,,2
Sneezry,leaf-user,,,,2
SnehaRane,leaf-user,,,,140
snicoll,leaf-user,,,,2
snmsts,leaf-user,,,,2
snollygolly,leaf-user,,,,9
snookca,leaf-user,,,,2
snorpey,leaf-user,,,,2
snoways,leaf-user,,,,2
snowdream,leaf-user,,,,3
snowie2000,user,51,0,51,51
snowluliang,user,9,47,56,49
snytkine,leaf-user,,,,4
soasme,leaf-user,,,,2
sobhaan,leaf-user,,,,2
SocalNick,leaf-user,,,,5
sockeqwe,leaf-user,,,,7
socket123,leaf-user,,,,3
socrateslopes,leaf-user,,,,2
soediro,leaf-user,,,,2
sofakeer,leaf-user,,,,2
soffes,leaf-user,,,,7
sofichael,leaf-user,,,,2
sofish,user,51,18,69,113
softwarefaith,leaf-user,,,,2
soimort,leaf-user,,,,11
sokra,leaf-user,,,,8
Solaning,leaf-user,,,,2
solarkennedy,leaf-user,,,,2
Solci,leaf-user,,,,2
solderain,leaf-user,,,,2
solicomo,leaf-user,,,,2
solitary-architect,leaf-user,,,,2
soliury,leaf-user,,,,3
solo2002,leaf-user,,,,2
soloBike,leaf-user,,,,3
soloproc,leaf-user,,,,2
somallg,leaf-user,,,,4
somayeh-karami,user,4,1,5,4
sombriks,leaf-user,,,,2
Somnusochi,user,7,15,22,17
song100e,leaf-user,,,,2
song940,leaf-user,,,,3
songhan,leaf-user,,,,2
songjinzhong,leaf-user,,,,3
songleo,leaf-user,,,,2
songlili,user,2,51,53,53
songrotek,user,51,12,63,71
songweizhi,leaf-user,,,,2
Sonic853,leaf-user,,,,3
sonnylazuardi,leaf-user,,,,6
sontek,leaf-user,,,,2
sophiabeame,leaf-user,,,,3
sopig,leaf-user,,,,3
sorrycc,leaf-user,,,,22
soruly,leaf-user,,,,4
sotch-pr35mac,user,26,32,58,42
SoufianeAbid,leaf-user,,,,3
Soulcooder,leaf-user,,,,3
soulmachine,user,51,51,102,110
soulteary,leaf-user,,,,3
soulwire,leaf-user,,,,5
soumith,leaf-user,,,,9
SoumyaThota,leaf-user,,,,2
soundanalogous,leaf-user,,,,2
souravsingh,user,36,51,87,88
sourishg,leaf-user,,,,2
southpeak,leaf-user,,,,2
souvc,leaf-user,,,,4
soveran,leaf-user,,,,2
sowbug,leaf-user,,,,2
soyelmnd,user,51,51,102,142
soyjavi,leaf-user,,,,3
soywiz,leaf-user,,,,2
sp1thas,user,9,37,46,39
sparanoid,leaf-user,,,,4
spboyer,user,51,14,65,66
SpdyHulk,leaf-user,,,,2
SpEcHiDe,leaf-user,,,,2
spencercarli,leaf-user,,,,2
spencerkimball,leaf-user,,,,2
spencerlyon2,leaf-user,,,,2
spermWhale,leaf-user,,,,3
spf13,user,51,51,102,116
spicyj,leaf-user,,,,9
SpikeKing,leaf-user,,,,6
spikhoff,leaf-user,,,,2
spinute,user,14,18,32,18
spite,leaf-user,,,,7
splade,leaf-user,,,,5
spleennooname,user,4,49,53,50
spond,leaf-user,,,,2
spoock1024,leaf-user,,,,2
springhand,leaf-user,,,,8
springmeyer,leaf-user,,,,3
springuper,leaf-user,,,,2
SpyCardShop,leaf-user,,,,4
Spyoungner,leaf-user,,,,2
sqlfoo,leaf-user,,,,2
squild-mtinnemeier,user,1,1,2,2
srayner,user,51,51,102,106
srdelfino,leaf-user,,,,2
SreeCharanShroff,leaf-user,,,,2
Srirangan,leaf-user,,,,2
sriranganathan,leaf-user,,,,2
srl295,leaf-user,,,,2
sroberts,leaf-user,,,,2
srowen,leaf-user,,,,2
srtianxia,leaf-user,,,,2
SRvSaha,leaf-user,,,,3
sryza,leaf-user,,,,4
ssbrewster,leaf-user,,,,2
ssg,leaf-user,,,,3
sshangtong,leaf-user,,,,3
sshnevis,user,5,1,6,5
sshwsfc,leaf-user,,,,2
sskenner,leaf-user,,,,2
sskyy,leaf-user,,,,3
sspreitzer,user,39,51,90,69
sssvip,leaf-user,,,,2
sstephenson,leaf-user,,,,6
sstruct,leaf-user,,,,2
sstur,leaf-user,,,,3
ssundarraj,user,51,51,102,94
stableShip,leaf-user,,,,2
stagas,leaf-user,,,,5
staltz,leaf-user,,,,5
stamatak,leaf-user,,,,2
stamparm,leaf-user,,,,4
stanislav-web,leaf-user,,,,2
stanza28,user,2,28,30,28
staralloff,leaf-user,,,,2
starier,leaf-user,,,,2
starktonys,leaf-user,,,,3
starkwang,leaf-user,,,,6
starlight36,leaf-user,,,,2
starlightme,leaf-user,,,,2
starriv,leaf-user,,,,4
starrkdevil,user,5,25,30,27
starrynightok,leaf-user,,,,2
